gene	C100	C141	C142	C143	C144	C145	C146	C148	C149	C152	C51	C52
MAGEB6	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB5	0	0	0	0	0	0	0	0	0	0	0	0
VENTXP1	0	0	0	0	0	0	0	0	0	0	0	0
AC112493.1	0	0	0	0	0	0	0	0	0	0	0	0
AC107419.1	0	0	1	0	1	0	0	0	0	0	0	0
PPP4R3C	0	0	0	0	0	0	0	0	0	0	0	0
DCAF8L2	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB10	0	0	0	1	0	0	0	0	0	0	0	0
DCAF8L1	0	0	0	0	0	0	0	0	0	0	0	0
AC112495.1	0	0	0	0	0	0	0	0	0	0	0	0
IL1RAPL1	0	0	0	0	0	0	0	0	1	0	0	0
MAGEB2	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB3	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB4	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB1	0	0	0	0	0	0	0	0	0	0	0	0
NR0B1	0	0	1	2	0	1	35	3	5	0	0	0
CXorf21	708	4984	3145	8186	118	3042	208	802	276	276	510	299
GK	3166	5782	4826	28432	310	7780	1788	3029	656	1410	1924	1096
GK-AS1	30	1	1	6	0	2	1	1	0	0	11	1
TAB3	569	532	404	1105	30	595	78	200	159	235	351	257
TAB3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
TAB3-AS2	0	3	4	2	1	1	0	0	0	0	0	0
FTHL17	0	0	0	0	0	0	0	0	0	0	0	0
DMD	33	261	201	104	7	154	45	69	38	61	94	61
DMD-AS3	0	0	0	0	0	0	0	0	0	0	0	0
AL591501.1	0	2	0	0	0	1	0	0	0	0	0	0
FAM47A	0	0	0	0	0	0	0	1	0	0	0	0
AL592043.1	0	0	0	1	0	0	0	0	0	0	0	0
TMEM47	0	9	5	7	1	6	2	10	11	0	1	2
FAM47B	0	0	0	0	0	0	0	0	0	0	0	0
MAGEB16	0	0	0	0	0	0	0	0	0	0	0	0
CFAP47	0	92	136	64	7	142	122	96	27	38	4	9
AL606516.1	0	0	0	0	0	0	0	0	0	0	0	0
FAM47C	0	0	0	0	0	0	0	0	0	0	0	0
PRRG1	120	136	119	211	1	89	5	32	17	16	146	85
AF241726.2	0	0	0	0	0	0	0	0	0	0	0	0
LANCL3	11	32	31	25	6	17	2	16	11	13	7	4
XK	55	46	53	15	2	12	2	7	3	5	50	35
CYBB	18697	14789	19683	40704	191	14135	1042	3143	709	1894	8036	4564
DYNLT3	1964	2629	2641	4018	100	1835	258	925	690	834	1781	1085
AL121578.3	0	0	0	0	0	0	0	0	0	0	0	0
HYPM	0	0	0	0	0	0	0	0	0	0	0	0
SYTL5	0	7	6	25	0	22	12	119	20	28	0	0
SRPX	15	0	1	8	0	5	3	6	6	1	1	2
AL606748.1	0	0	0	0	0	0	0	0	0	0	0	0
RPGR	757	440	593	762	28	595	141	286	99	165	429	282
OTC	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN7	0	1	3	15	0	3	0	6	0	3	1	0
AF241728.1	0	0	0	0	0	0	1	0	0	0	0	0
MID1IP1	1219	1425	1829	3493	99	1351	496	716	621	508	1355	732
MID1IP1-AS1	0	4	2	19	0	6	2	1	2	6	2	0
AC108879.1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01281	1	2	15	30	0	0	2	1	0	6	22	4
LINC01282	0	1	1	12	0	7	2	1	0	2	0	0
AC091808.1	7	12	10	131	0	63	30	8	0	8	4	1
AL592164.1	1	2	1	8	0	1	0	1	1	7	0	0
AC092198.1	0	0	0	1	0	0	1	1	1	0	0	0
BCOR	427	471	401	1208	34	345	70	123	107	272	243	119
AC091806.1	0	0	1	4	0	2	0	0	1	0	0	0
ATP6AP2	10300	6441	7984	13187	300	5353	621	2187	1279	1856	7944	5568
MPC1L	0	0	0	3	0	0	0	0	1	0	0	0
CXorf38	1265	2368	2175	5722	92	1442	178	449	483	487	917	549
MED14	558	918	687	1656	46	664	65	299	119	280	389	250
MED14OS	160	326	286	561	10	241	17	85	23	45	317	149
USP9X	1415	2500	2138	5861	90	2662	238	863	441	742	1127	796
AL109797.1	3	0	1	14	0	5	1	2	0	2	1	5
DDX3X	4264	5023	5478	19081	283	7607	961	4184	1874	1736	2857	2245
NYX	0	0	0	0	0	0	0	2	0	0	0	0
CASK	293	329	272	844	12	279	30	167	110	85	110	58
CASK-AS1	0	0	0	0	0	0	0	0	0	1	0	0
GPR34	2106	878	792	353	9	402	21	180	27	27	1257	1170
GPR82	363	348	315	273	26	257	34	62	25	22	147	174
AL133329.1	0	0	0	0	0	0	0	0	0	0	0	0
Z93403.1	0	0	0	0	0	1	0	0	0	0	0	0
PPP1R2C	0	0	4	0	0	0	0	2	11	0	0	0
PINCR	0	0	0	0	0	0	1	0	0	0	0	0
MAOA	8	35	40	379	9	151	53	533	434	135	2	5
MAOB	11	30	38	18	4	13	1	17	4	4	15	6
NDP	2	0	3	1	0	1	1	1	0	0	5	2
NDP-AS1	0	0	0	0	0	0	0	0	0	0	0	0
EFHC2	2	76	130	84	10	150	28	79	19	31	5	7
FUNDC1	434	1090	1158	1169	37	569	48	286	191	296	564	352
DUSP21	0	0	0	0	0	0	0	0	0	0	0	0
KDM6A	454	1019	1316	2634	45	763	122	458	402	236	224	225
CXorf36	0	0	0	0	1	1	1	0	1	0	0	0
AC136489.1	0	0	0	0	0	0	10	0	0	2	0	0
LINC01204	0	0	1	0	0	2	0	0	0	3	1	0
MIR222HG	115	234	155	2144	21	812	90	429	204	325	26	13
AC234772.3	17	6	0	223	0	154	23	26	16	10	0	0
AC234772.2	0	4	3	78	0	9	7	60	23	29	0	0
AL031584.2	0	0	0	0	0	1	0	0	0	0	0	0
LINC01186	1	18	25	49	4	108	76	28	19	25	5	0
KRBOX4	156	460	398	427	18	195	37	85	117	126	123	79
ZNF674	51	115	95	191	4	95	19	29	13	39	29	22
ZNF674-AS1	64	77	76	156	8	75	19	22	27	53	20	11
CHST7	147	395	458	2590	32	607	334	229	86	121	111	68
SLC9A7	320	209	322	775	9	155	22	87	19	130	317	81
RP2	1207	1551	1285	5034	73	2480	249	680	350	400	1036	597
LINC01545	0	3	1	2	0	0	0	1	0	1	1	0
JADE3	8	58	17	107	2	57	4	34	22	15	18	14
RGN	0	2	6	4	2	1	1	4	0	2	0	0
NDUFB11	6021	10645	11212	23751	499	9213	899	3972	2753	6585	7973	4566
RBM10	362	1044	861	2270	40	897	161	438	330	493	395	196
UBA1	1471	2532	3009	9328	159	3863	612	1930	1269	1311	1291	795
CDK16	261	1257	1119	3496	56	1033	215	1139	550	516	332	172
USP11	835	2178	1793	2518	149	1170	230	565	328	459	791	428
AL591503.1	0	0	1	0	0	3	2	1	0	0	0	0
ZNF157	0	6	4	0	2	4	0	6	4	3	0	0
ZNF41	49	237	212	397	11	149	17	68	51	81	38	25
LINC01560	56	16	13	35	0	17	2	6	4	13	62	22
ARAF	752	2319	1970	3448	117	1219	190	714	428	483	808	418
SYN1	1	6	5	53	0	60	6	23	13	20	0	1
TIMP1	5814	10892	10432	180574	655	71557	5493	24099	15989	25709	11828	7521
CFP	342	472	390	4964	24	1217	103	1146	586	406	405	418
ELK1	287	723	538	2284	39	523	91	291	181	275	162	78
UXT	4775	7090	6855	12879	352	4412	618	2081	1656	3375	7284	4105
UXT-AS1	2	10	13	59	1	21	5	12	5	16	3	0
ZNF81	73	135	113	394	11	109	20	40	29	56	42	39
ZNF182	111	231	208	287	9	152	52	46	42	69	100	47
ZNF630	30	77	74	63	8	38	30	16	20	16	15	7
SPACA5	0	1	0	0	0	0	0	1	0	1	0	0
ZNF630-AS1	0	0	0	0	0	0	0	0	0	0	0	0
SPACA5B	0	0	0	0	0	0	0	0	0	0	0	0
SSX5	0	0	0	0	0	0	0	0	0	0	0	0
SSX1	0	0	0	0	0	0	0	0	0	0	0	0
AL606490.3	0	0	0	0	0	0	0	0	0	0	0	0
SSX3	0	0	0	0	0	0	0	0	0	0	0	0
SSX4	0	0	0	0	0	0	0	0	0	0	0	0
SSX4B	0	0	0	0	0	0	0	0	0	0	0	0
SLC38A5	24	652	402	3350	35	652	105	225	387	1093	8	3
FTSJ1	201	1238	1166	2118	74	663	97	580	558	1036	307	137
AF196972.1	2	17	23	15	1	9	12	5	6	12	4	2
PORCN	76	232	282	268	13	79	39	108	110	116	93	36
EBP	913	1028	1286	2076	52	363	88	415	306	1418	1338	559
TBC1D25	156	323	339	696	28	286	60	117	99	128	193	81
AC115618.1	5	34	38	72	2	30	4	11	9	10	2	2
RBM3	9570	7279	6296	18120	299	3401	352	3493	1873	6102	8381	3597
AC115618.2	0	0	0	0	0	0	0	0	0	0	0	0
WDR13	1294	1709	1842	2787	85	1372	260	775	435	516	1114	611
WAS	2264	7326	5679	9982	330	3018	403	1241	986	1549	2076	1026
SUV39H1	63	201	178	324	13	70	12	41	25	202	76	22
AC231533.1	0	0	1	2	0	1	0	1	3	0	0	0
GLOD5	0	2	3	2	1	5	7	8	3	0	0	0
GATA1	1	1	1	3	0	0	0	1	1	0	0	0
HDAC6	455	846	716	1660	37	886	151	355	259	286	495	284
ERAS	0	3	1	5	0	0	1	2	2	0	0	0
PCSK1N	14	65	78	165	16	80	62	105	67	39	22	15
TIMM17B	955	2937	2542	7806	179	2648	401	1038	952	2026	1347	712
PQBP1	1155	2889	2639	5392	138	1564	337	873	724	1405	1766	772
SLC35A2	412	875	815	1271	46	591	90	374	212	354	468	257
PIM2	124	1270	1089	4745	99	490	280	381	737	3287	267	72
OTUD5	591	1056	924	2811	66	1137	202	481	324	465	569	251
KCND1	12	18	19	127	0	42	29	9	19	20	3	4
GRIPAP1	1202	2098	1884	6040	97	1843	297	663	430	610	831	405
TFE3	332	1238	842	3311	48	1100	316	596	484	394	343	144
CCDC120	30	55	47	138	3	43	14	128	61	71	12	7
PRAF2	128	280	272	666	20	261	41	154	77	185	192	66
WDR45	783	1777	1545	4009	90	1125	204	765	627	908	1220	511
GPKOW	223	1115	995	1207	35	448	79	166	200	246	502	219
MAGIX	112	178	176	245	23	125	91	125	68	100	94	58
PLP2	2216	6022	5578	15288	386	4527	609	3071	2423	3829	3086	1304
PRICKLE3	62	308	264	339	16	124	31	93	76	68	50	33
SYP	124	97	109	231	7	121	16	17	29	41	109	46
SYP-AS1	1	1	1	0	0	0	0	0	0	1	0	0
CACNA1F	40	61	63	48	3	23	12	6	9	7	21	17
CCDC22	634	1118	1153	1244	41	415	66	240	166	186	639	305
FOXP3	35	278	182	413	2	55	3	33	76	23	38	0
PPP1R3F	23	93	112	187	7	76	56	51	46	47	27	9
AC232271.1	53	22	18	41	3	13	2	8	3	15	21	11
GAGE10	3	3	3	1	1	3	1	1	0	1	3	3
GAGE12J	0	0	0	0	0	0	0	0	0	0	0	0
GAGE13	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2E	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12B	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12C	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12D	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12F	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12E	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12G	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12H	0	0	0	0	0	0	0	0	0	0	0	0
GAGE1	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2A	0	0	0	0	0	0	0	0	0	0	0	0
PAGE1	0	0	0	0	0	0	0	0	0	0	0	0
PAGE4	0	0	0	0	0	0	0	0	0	0	0	0
USP27X-AS1	11	53	34	50	2	29	8	12	6	7	15	5
USP27X	50	97	72	129	0	46	7	16	15	7	35	38
CLCN5	337	337	265	736	10	332	41	90	66	67	221	154
AKAP4	0	0	0	0	0	0	0	0	0	0	0	0
CCNB3	22	32	36	10	2	12	12	8	5	4	13	8
DGKK	0	0	0	0	0	0	0	0	0	0	0	0
SHROOM4	10	1	18	18	1	2	5	19	3	5	2	2
BMP15	0	0	1	0	0	1	0	0	0	0	0	0
LINC01284	0	0	0	0	0	0	0	0	0	0	0	0
NUDT10	1	0	2	8	0	0	1	3	2	0	0	2
AC233976.1	0	3	3	6	0	2	0	1	1	2	0	0
AL158055.1	0	2	1	0	0	0	0	0	1	0	0	0
CXorf67	0	0	0	0	0	0	0	0	0	0	0	0
NUDT11	1	0	5	10	0	2	2	4	3	1	1	2
LINC01496	0	0	0	0	0	0	0	0	0	0	0	0
CENPVL3	1	1	0	0	0	0	0	0	0	0	0	0
CENPVL2	0	0	0	0	0	0	0	0	0	0	0	0
CENPVL1	0	0	0	0	0	0	0	0	0	0	0	0
GSPT2	261	386	325	289	15	129	12	57	36	152	255	129
MAGED1	142	453	433	535	27	231	37	540	102	426	164	90
AC239585.1	0	0	0	0	0	0	0	0	0	0	0	0
AC239585.2	0	0	0	0	0	0	0	0	0	0	0	0
MAGED4B	0	2	0	0	0	0	0	0	0	0	0	0
MAGED4	0	1	0	0	0	0	0	0	0	0	0	0
AC245177.1	0	0	0	0	0	0	0	0	0	0	0	0
XAGE2	0	0	0	5	0	1	0	0	0	0	0	0
XAGE1A	0	0	0	0	0	0	0	0	0	0	0	0
XAGE1B	0	0	0	0	0	0	0	0	0	0	0	0
SSX7	0	0	0	0	0	0	0	0	0	0	0	0
SSX2	0	0	0	0	0	0	0	0	0	0	0	0
SSX2B	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN5	0	0	0	0	0	0	0	1	0	0	0	0
XAGE5	0	0	0	0	0	0	0	0	0	0	0	0
XAGE3	0	0	0	0	0	0	0	0	0	0	1	0
FAM156B	0	3	2	1	0	1	1	0	0	0	0	1
FAM156A	9	94	84	56	6	45	5	17	7	33	15	8
GPR173	0	2	6	6	0	9	0	8	1	0	0	0
TSPYL2	232	486	370	1119	32	313	130	190	422	286	123	94
AL591212.1	0	0	0	0	0	0	0	0	0	0	1	0
KANTR	367	191	202	128	7	95	16	18	35	50	209	142
KDM5C	402	739	926	2097	47	725	138	568	335	335	271	211
IQSEC2	442	2200	1977	2568	73	831	70	390	272	90	850	376
SMC1A	1384	2614	3293	5123	148	1914	211	974	452	1468	1020	807
RIBC1	9	106	149	93	9	126	104	181	63	48	16	12
HSD17B10	2052	2937	3141	5144	121	1590	155	954	486	1850	3722	1684
AC233728.1	0	1	1	1	0	0	2	1	0	1	0	0
HUWE1	1376	2678	2383	5000	129	1713	321	820	434	1117	1009	580
PHF8	367	521	427	1204	31	445	71	202	139	194	160	146
FAM120C	153	389	314	307	8	127	30	80	55	47	168	112
WNK3	3	4	8	3	1	3	4	13	5	5	0	0
TSR2	633	2331	1950	2941	77	1025	143	526	468	749	948	419
FGD1	0	1	1	2	0	0	1	7	0	2	0	0
GNL3L	176	444	355	743	19	162	34	92	62	150	324	290
ITIH6	0	0	0	0	1	0	0	3	0	0	0	0
MAGED2	773	2844	2420	2022	139	1051	190	806	735	729	1177	458
TRO	1	1	5	5	0	3	0	4	2	0	0	1
PFKFB1	8	10	5	8	0	5	0	2	0	5	5	3
APEX2	700	1246	1177	1750	56	624	51	248	224	331	727	358
ALAS2	0	0	2	11	50	0	4	0	0	0	0	0
PAGE2B	1	2	0	6	1	0	1	1	2	1	1	0
PAGE2	1	0	0	0	0	0	0	0	0	0	1	2
FAM104B	355	1007	943	1400	55	700	72	355	126	320	596	319
MTRNR2L10	0	6	6	21	3	20	42	6	1	10	0	0
PAGE5	2	21	6	18	3	3	3	2	0	0	3	0
PAGE3	0	0	0	0	0	0	0	0	0	0	0	0
MAGEH1	131	244	236	336	15	77	15	111	67	254	127	73
USP51	55	109	80	73	4	77	12	32	16	25	59	39
FOXR2	0	0	0	0	0	0	0	0	0	0	0	0
RRAGB	404	459	436	576	14	279	38	111	86	112	296	167
AL445472.1	66	179	157	97	16	54	16	34	20	36	167	53
KLF8	472	244	369	103	7	54	2	26	19	17	510	254
UBQLN2	816	1349	1027	3790	64	1309	205	419	340	374	553	317
AL354793.1	0	0	3	2	0	1	0	0	1	0	1	0
NBDY	3087	4104	3992	4888	189	1713	233	931	667	734	5815	2499
SPIN3	147	92	105	44	3	44	6	24	20	31	70	61
AL139397.1	0	0	0	0	0	1	0	0	0	0	0	1
SPIN2B	153	260	262	276	16	105	20	55	60	71	175	82
AL022157.1	7	106	93	46	3	15	11	10	7	12	3	4
SPIN2A	2	9	10	5	0	7	1	1	3	1	13	3
FAAH2	0	78	53	237	4	54	47	101	40	62	7	8
ZXDB	67	148	123	278	5	88	47	101	39	55	83	52
NLRP2B	0	0	1	1	0	0	1	0	0	0	0	0
ZXDA	23	99	93	108	7	39	8	24	15	4	20	10
SPIN4	130	80	80	211	5	65	11	28	13	59	77	56
SPIN4-AS1	0	0	0	0	0	0	0	0	0	1	0	0
ARHGEF9	246	453	434	301	28	147	35	88	48	208	203	113
AMER1	21	147	99	311	4	82	6	21	9	15	23	11
ASB12	0	3	2	1	0	1	0	2	1	0	0	0
MTMR8	20	63	75	53	2	11	2	9	4	15	23	8
ZC4H2	48	261	192	147	11	46	5	27	16	13	70	29
ZC3H12B	1	6	2	2	0	0	0	0	2	1	3	0
LAS1L	414	951	816	1187	37	421	68	236	141	486	406	216
MSN	8321	11515	10306	28323	647	8796	1066	3396	2116	3564	5523	2628
AL034397.2	0	4	3	5	0	7	3	6	9	2	3	5
AL034397.3	1155	472	1075	445	8	230	35	61	34	65	1599	1161
VSIG4	15313	9948	15432	9141	253	7766	691	1372	1960	1239	27733	13917
HEPH	0	1	1	2	0	0	0	0	0	0	0	0
EDA2R	80	98	55	15	2	14	5	8	2	5	23	58
AR	67	75	209	24	2	20	13	26	7	14	296	100
AL157700.1	8	1	2	1	0	1	0	0	1	0	6	2
OPHN1	78	207	135	71	0	30	5	49	29	27	28	44
YIPF6	1246	1494	1489	3299	61	1547	169	561	397	617	1164	592
STARD8	151	372	279	2474	38	986	95	273	126	102	106	36
EFNB1	380	344	474	282	10	69	14	150	103	63	498	213
PJA1	226	502	471	697	29	204	36	216	125	165	211	127
LINC00269	0	0	0	0	0	0	0	0	0	0	0	0
FAM155B	0	0	1	5	1	0	0	6	4	4	0	0
AL158069.1	0	0	0	0	0	0	0	0	0	0	0	0
EDA	58	103	152	80	4	37	5	18	39	12	93	69
AWAT2	70	21	416	0	0	0	0	0	0	1	224	39
OTUD6A	2	1	0	4	1	2	1	0	1	0	2	0
IGBP1	2013	3428	3505	4233	145	1228	237	765	713	1022	3002	1571
IGBP1-AS2	0	0	0	0	0	0	0	0	0	0	0	0
IGBP1-AS1	2	0	0	0	0	0	0	0	0	0	1	0
DGAT2L6	0	0	0	0	0	0	0	0	0	0	0	0
AWAT1	0	0	0	0	0	0	0	0	0	0	0	0
P2RY4	0	0	0	1	0	0	0	0	0	0	0	0
ARR3	0	0	0	0	0	0	0	0	0	0	0	0
RAB41	0	1	1	0	0	0	0	0	1	1	0	0
PDZD11	660	1904	1863	3467	101	1418	112	518	418	584	1011	479
KIF4A	13	50	23	356	6	41	1	16	10	247	42	6
GDPD2	0	0	0	0	0	0	0	2	0	0	0	0
AL139398.1	0	3	2	5	0	2	0	2	0	4	2	1
DLG3	25	177	130	347	21	143	24	293	111	184	5	1
DLG3-AS1	0	3	1	13	0	13	4	21	4	10	0	0
TEX11	1	0	0	0	0	1	0	1	0	1	0	0
SLC7A3	0	0	0	0	0	0	0	0	0	0	0	0
SNX12	367	1192	972	2442	44	789	98	448	211	290	507	239
FOXO4	87	139	163	312	10	120	23	47	48	47	83	67
CXorf65	4	10	6	10	0	4	1	3	6	1	10	9
AL590764.2	0	0	0	1	0	0	0	0	0	0	0	0
IL2RG	2963	2354	1934	7992	192	3742	588	472	398	1264	3517	1511
MED12	346	750	547	1460	55	488	68	216	101	164	303	174
NLGN3	13	8	6	23	2	10	12	4	2	3	7	4
AL590764.1	72	467	373	334	10	146	14	43	46	65	133	82
GJB1	0	5	7	7	0	10	0	26	5	12	0	0
ZMYM3	219	445	413	428	21	170	27	100	60	109	209	109
NONO	2708	4935	4067	9619	272	3241	444	1639	1253	2736	2215	1097
ITGB1BP2	7	9	7	35	0	19	3	7	3	12	1	0
TAF1	673	839	769	1413	39	572	104	215	144	268	292	196
OGT	1923	1905	1779	4326	166	1836	372	610	555	1555	1033	602
GCNA	30	39	47	174	3	54	15	33	32	38	18	15
CXCR3	160	1564	1485	2100	210	330	39	96	278	1022	69	6
BX276092.9	0	0	0	4	0	0	3	3	3	0	0	0
LINC00891	56	74	54	64	1	39	8	25	8	47	67	21
CXorf49	0	0	0	0	0	0	0	0	0	0	0	0
CXorf49B	0	0	0	0	0	0	0	0	0	0	0	0
NHSL2	81	96	101	170	3	124	2	30	23	58	17	1
RTL5	126	134	130	1008	17	465	62	126	103	41	40	21
PIN4	1538	3085	3122	3971	115	2079	221	837	450	851	3172	2209
ERCC6L	5	11	12	88	4	15	0	6	1	50	7	0
RPS4X	40250	54740	76192	100883	3069	28444	3107	32262	17890	38125	61758	64338
CITED1	6	1	3	14	0	8	0	4	1	1	1	0
HDAC8	331	655	809	1359	41	436	67	289	138	337	327	182
PHKA1	6	49	56	66	3	35	21	67	25	68	15	9
PHKA1-AS1	0	0	4	1	0	1	4	2	3	0	0	0
DMRTC1B	0	1	0	0	0	0	0	0	0	0	0	0
FAM236B	0	0	0	0	0	0	0	0	0	0	0	0
FAM236D	0	0	0	0	0	0	0	0	0	0	0	0
DMRTC1	0	1	0	0	0	0	0	0	0	0	0	0
FAM236C	0	0	0	0	0	0	0	0	0	0	0	0
FAM236A	0	0	0	0	0	0	0	0	0	0	0	0
PABPC1L2B-AS1	0	0	0	0	0	0	0	0	0	0	0	0
PABPC1L2B	0	0	0	0	0	0	0	0	0	0	0	0
PABPC1L2A	0	0	0	0	0	0	0	0	0	0	0	0
AL662864.1	0	0	0	0	0	0	0	0	0	0	0	0
NAP1L2	5	10	14	14	3	9	0	6	10	12	0	2
CDX4	0	0	0	0	0	0	0	0	0	0	0	0
CHIC1	22	75	67	110	10	62	8	58	31	49	8	3
TSIX	0	2	117	7	0	5	2	33	23	0	1	20
XIST	4	3	4481	1	0	6	3	1439	1117	0	0	4690
JPX	963	2075	2454	3616	75	1170	204	574	553	466	1118	880
FTX	2537	1424	1330	1461	40	704	157	187	153	286	1953	1478
AL353804.1	16	4	4	8	0	3	2	2	2	1	1	4
ZCCHC13	2	0	0	0	0	0	0	0	0	0	0	0
SLC16A2	0	0	2	27	1	3	4	41	24	16	1	0
RLIM	835	1517	1200	3220	69	1237	199	488	254	353	691	401
NEXMIF	0	7	15	8	0	7	2	22	7	4	2	1
ABCB7	567	881	889	1468	43	585	73	223	153	270	460	258
UPRT	412	763	586	798	20	339	53	174	141	133	311	170
ZDHHC15	1	6	1	11	0	6	1	9	4	3	1	2
MAGEE2	0	0	0	0	0	0	0	0	0	0	0	0
AL451105.2	0	0	0	0	0	0	0	0	0	0	0	0
PBDC1	1946	3348	3854	6594	150	3644	326	856	635	1057	3063	1474
MAGEE1	4	30	27	26	4	7	2	5	11	3	6	1
AC233296.1	0	0	0	0	0	0	0	0	0	0	0	0
FGF16	0	0	0	3	0	0	0	2	0	0	0	0
ATRX	2685	5192	5025	7193	214	3283	329	1209	667	1363	1948	1317
MAGT1	1837	1893	1623	4561	73	1738	181	749	529	1020	1284	801
COX7B	10077	18008	16790	39519	744	15226	1685	6290	3418	7265	17635	12034
ATP7A	1144	799	694	752	31	564	28	171	86	129	642	425
PGK1	9045	12487	14261	28301	529	9875	734	4129	2437	6149	13468	5824
PGAM4	0	0	2	7	0	0	0	2	1	2	0	0
TAF9B	135	352	332	536	17	203	9	102	46	152	147	95
CYSLTR1	2049	1882	1907	958	20	355	24	106	88	52	2128	1514
RTL3	1	0	0	1	0	0	0	1	0	0	0	0
LPAR4	0	0	0	2	0	0	0	0	0	0	0	1
P2RY10	76	398	303	766	39	93	13	36	85	152	27	0
GPR174	191	717	536	698	83	152	27	30	34	171	92	8
ITM2A	290	926	805	3344	164	263	33	79	273	362	100	9
TBX22	0	0	0	0	0	0	0	0	0	0	0	0
TENT5D	0	0	0	0	0	0	0	0	0	0	0	0
BRWD3	425	629	472	1292	33	629	85	237	157	223	149	145
AL391294.1	0	0	0	0	0	0	0	0	0	0	1	0
HMGN5	208	452	303	434	27	347	25	124	42	272	400	253
SH3BGRL	17271	17508	17791	18132	704	8159	785	3146	1457	2397	16318	10558
POU3F4	0	0	0	0	0	0	0	0	0	0	0	0
CYLC1	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KA6	0	18	15	51	1	49	9	21	13	16	1	0
HDX	73	353	251	518	8	263	56	111	74	43	61	31
APOOL	597	616	642	1025	12	341	44	180	106	202	304	263
SATL1	0	1	3	2	0	0	2	0	2	3	0	1
AC003001.1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF711	31	8	12	16	0	17	24	9	3	25	12	2
POF1B	0	27	47	82	4	75	31	239	88	90	0	4
CHM	919	971	970	1384	39	790	79	260	137	216	714	528
DACH2	0	0	0	0	0	0	1	1	0	0	0	0
KLHL4	0	5	4	0	0	0	0	0	0	0	0	0
Z83818.2	0	0	0	0	0	0	0	0	0	0	0	0
CPXCR1	0	1	0	0	0	3	0	0	0	0	0	0
AL121872.1	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LX	0	0	0	0	0	0	0	0	0	0	0	0
AL121823.1	0	0	0	0	0	0	0	0	0	0	0	0
PABPC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0
PABPC5	0	0	0	0	0	0	0	0	0	0	0	0
PCDH11X	0	2	1	1	0	2	4	0	0	0	3	0
NAP1L3	2	3	2	3	2	2	0	4	3	1	0	0
FAM133A	0	0	0	1	0	0	0	0	0	0	1	0
DIAPH2	771	1680	1442	3681	66	1183	187	326	160	248	649	385
RPA4	75	43	29	249	1	109	8	17	12	9	40	18
DIAPH2-AS1	1	141	80	90	4	37	3	18	17	13	6	4
AL157778.1	0	0	0	0	0	0	0	0	0	0	0	0
PCDH19	0	1	5	3	0	6	4	17	6	2	0	0
TNMD	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN6	34	315	328	265	59	457	24	521	195	220	45	43
SRPX2	0	39	28	226	10	156	18	496	240	185	7	0
SYTL4	30	163	166	52	3	50	11	60	52	47	134	80
CSTF2	75	606	494	858	35	308	31	174	111	283	133	64
NOX1	0	2	0	0	1	3	1	3	1	1	0	0
XKRX	0	6	6	16	0	17	2	27	6	6	2	0
ARL13A	0	0	0	0	0	0	0	0	0	0	0	0
TRMT2B	185	340	327	462	11	168	32	109	94	100	117	71
TMEM35A	0	1	0	3	0	0	0	7	1	1	0	0
CENPI	26	28	25	75	2	13	5	13	10	46	15	5
DRP2	1	0	0	5	0	1	1	0	0	7	0	0
TAF7L	1	1	0	0	0	1	0	1	0	4	0	1
TIMM8A	216	371	341	771	13	279	22	160	103	319	322	191
BTK	2530	4096	3496	5152	101	1684	162	504	244	521	2817	1384
RPL36A	19229	18111	12576	24842	1678	15820	2433	10257	7453	16112	68356	56213
RPL36A-HNRNPH2	0	0	1	0	0	0	0	0	0	0	0	0
GLA	1477	2789	3518	9471	210	2766	1242	1004	619	730	2303	1152
HNRNPH2	2078	1927	1419	4485	127	2180	361	661	332	722	1877	1068
ARMCX4	177	63	152	164	5	40	19	36	26	35	112	58
ARMCX1	249	1419	879	1153	46	707	128	130	158	45	352	183
ARMCX6	968	2127	1678	3886	99	1151	169	483	385	622	1444	702
ARMCX3	1781	2799	2409	4962	122	1789	284	761	500	1167	1724	1056
ARMCX3-AS1	1	2	2	5	1	2	1	1	0	2	1	0
ARMCX2	239	418	387	255	11	129	24	106	59	35	303	130
NXF5	0	1	0	0	0	1	0	0	0	0	0	0
